"ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORGAO_UNIFICADO_ID_ORIGEM","ORGAO_UNIFICADO_SIGLA","ORGAO_UNIFICADO_NOME","ORGAO_UNIFICADO_FONTE","ORGAO_UNIFICADO_ID","ORGAO_UNIFICADO_SITUACAO","ORGAO_UNIFICADO_COD_SIORG_ORIGEM","ORGAO_PADRONIZADO_ID","ORG_PADR_ID_OU"
10,MEC,MINISTÉRIO DA EDUCAÇÃO,81,UFPEL,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,81,UFPEL,Fundação Universidade Federal de Pelotas,SIORG,91,ATIVO,477,,81
10,MEC,MINISTÉRIO DA EDUCAÇÃO,74,UNB,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,74,UNB,Fundação Universidade de Brasília,SIORG,85,ATIVO,470,,74
10,MEC,MINISTÉRIO DA EDUCAÇÃO,73,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,73,UFS,Fundação Universidade Federal de Sergipe,SIORG,94,ATIVO,469,,73
10,MEC,MINISTÉRIO DA EDUCAÇÃO,72,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,72,UFPI,Fundação Universidade Federal do Piauí,SIORG,92,ATIVO,468,,72
10,MEC,MINISTÉRIO DA EDUCAÇÃO,71,UFMA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,71,UFMA,Fundação Universidade Federal do Maranhão,SIORG,219,ATIVO,467,,71
10,MEC,MINISTÉRIO DA EDUCAÇÃO,76,UFU,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,76,UFU,Universidade Federal de Uberlândia,SIORG,87,ATIVO,472,,76
10,MEC,MINISTÉRIO DA EDUCAÇÃO,75,UFMT,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,75,UFMT,Fundação Universidade Federal de Mato Grosso,SIORG,89,ATIVO,471,,75
10,MEC,MINISTÉRIO DA EDUCAÇÃO,65,UNIFAL-MG,UNIVERSIDADE FEDERAL DE ALFENAS,65,UNIFAL-MG,Universidade Federal de Alfenas,SIORG,72,ATIVO,461,,65
10,MEC,MINISTÉRIO DA EDUCAÇÃO,66,UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ,66,UNIFEI,Universidade Federal de Itajubá,SIORG,73,ATIVO,462,,66
10,MEC,MINISTÉRIO DA EDUCAÇÃO,68,UNIFESP,UNIVERSIDADE FEDERAL DE SÃO PAULO,68,UNIFESP,Universidade Federal de São Paulo,SIORG,77,ATIVO,464,,68
10,MEC,MINISTÉRIO DA EDUCAÇÃO,67,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,67,UFLA,Universidade Federal de Lavras,SIORG,78,ATIVO,463,,67
10,MEC,MINISTÉRIO DA EDUCAÇÃO,70,UFAC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,70,UFAC,Fundação Universidade Federal do Acre,SIORG,88,ATIVO,466,,70
10,MEC,MINISTÉRIO DA EDUCAÇÃO,69,UFAM,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,69,UFAM,Fundação Universidade do Amazonas,SIORG,84,ATIVO,465,,69
10,MEC,MINISTÉRIO DA EDUCAÇÃO,60,IFSUL,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",60,IFSUL,"Instituto Federal de Educação, Ciência e Tecnologia Sul-Rio-Grandense",SIORG,135,ATIVO,456,,60
10,MEC,MINISTÉRIO DA EDUCAÇÃO,59,IFSC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",59,IFSC,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina",SIORG,137,ATIVO,455,,59
10,MEC,MINISTÉRIO DA EDUCAÇÃO,61,UFRA,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,61,UFRA,Universidade Federal Rural da Amazônia,SIORG,66,ATIVO,457,,61
10,MEC,MINISTÉRIO DA EDUCAÇÃO,62,UFERSA-RN,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,62,UFERSA-RN,Universidade Federal Rural do Semi-Árido,SIORG,79,ATIVO,458,,62
10,MEC,MINISTÉRIO DA EDUCAÇÃO,57,IFSP,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",57,IFSP,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo",SIORG,138,ATIVO,453,,57
10,MEC,MINISTÉRIO DA EDUCAÇÃO,56,IFG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",56,IFG,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás",SIORG,129,ATIVO,451,,56
10,MEC,MINISTÉRIO DA EDUCAÇÃO,55,CEFET-RJ,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA - CELSO SUCKOW DA FONSECA,55,CEFET-RJ,Centro Federal de Educação Tecnológica - Celso Suckow da Fonseca,SIORG,69,ATIVO,448,,55
10,MEC,MINISTÉRIO DA EDUCAÇÃO,54,CEFET-MG,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,54,CEFET-MG,Centro Federal de Educação Tecnológica de Minas Gerais,SIORG,70,ATIVO,445,,54
10,MEC,MINISTÉRIO DA EDUCAÇÃO,63,UFTM,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,63,UFTM,Universidade Federal do Triângulo Mineiro,SIORG,67,ATIVO,459,,63
10,MEC,MINISTÉRIO DA EDUCAÇÃO,53,IFBA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",53,IFBA,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia",SIORG,127,ATIVO,444,,53
10,MEC,MINISTÉRIO DA EDUCAÇÃO,64,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,64,UFVJM,Universidade Federal dos Vales do Jequitinhonha e Mucuri,SIORG,68,ATIVO,460,,64
10,MEC,MINISTÉRIO DA EDUCAÇÃO,58,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,58,UTFPR,Universidade Tecnológica Federal do Paraná,SIORG,71,ATIVO,454,,58
10,MEC,MINISTÉRIO DA EDUCAÇÃO,48,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,48,UFSM,Universidade Federal de Santa Maria,SIORG,60,ATIVO,431,,48
10,MEC,MINISTÉRIO DA EDUCAÇÃO,47,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,47,UFRGS,Universidade Federal do Rio Grande do Sul,SIORG,57,ATIVO,430,,47
10,MEC,MINISTÉRIO DA EDUCAÇÃO,49,UFRRJ,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,49,UFRRJ,Universidade Federal Rural do Rio de Janeiro,SIORG,62,ATIVO,432,,49
10,MEC,MINISTÉRIO DA EDUCAÇÃO,51,IFPI,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",51,IFPI,"Instituto Federal de Educação, Ciência e Tecnologia do Piauí",SIORG,131,ATIVO,434,,51
10,MEC,MINISTÉRIO DA EDUCAÇÃO,50,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,50,UFRPE,Universidade Federal Rural de Pernambuco,SIORG,61,ATIVO,433,,50
10,MEC,MINISTÉRIO DA EDUCAÇÃO,41,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,41,UFJF,Universidade Federal de Juiz de Fora,SIORG,50,ATIVO,424,,41
10,MEC,MINISTÉRIO DA EDUCAÇÃO,52,IFRN,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",52,IFRN,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",SIORG,134,ATIVO,439,,52
10,MEC,MINISTÉRIO DA EDUCAÇÃO,42,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,42,UFES,Universidade Federal do Espírito Santo,SIORG,47,ATIVO,425,,42
10,MEC,MINISTÉRIO DA EDUCAÇÃO,43,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,43,UFRJ,Universidade Federal do Rio de Janeiro,SIORG,58,ATIVO,426,,43
10,MEC,MINISTÉRIO DA EDUCAÇÃO,45,UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,45,UFPR,Universidade Federal do Paraná,SIORG,54,ATIVO,428,,45
10,MEC,MINISTÉRIO DA EDUCAÇÃO,44,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,44,UFF,Universidade Federal Fluminense,SIORG,49,ATIVO,427,,44
10,MEC,MINISTÉRIO DA EDUCAÇÃO,40,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,40,UFMG,Universidade Federal de Minas Gerais,SIORG,51,ATIVO,423,,40
10,MEC,MINISTÉRIO DA EDUCAÇÃO,39,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,39,UFG,Universidade Federal de Goiás,SIORG,48,ATIVO,422,,39
10,MEC,MINISTÉRIO DA EDUCAÇÃO,38,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,38,UFBA,Universidade Federal da Bahia,SIORG,45,ATIVO,421,,38
10,MEC,MINISTÉRIO DA EDUCAÇÃO,46,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,46,UFSC,Universidade Federal de Santa Catarina,SIORG,59,ATIVO,429,,46
10,MEC,MINISTÉRIO DA EDUCAÇÃO,35,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,35,UFPE,Universidade Federal de Pernambuco,SIORG,55,ATIVO,418,,35
10,MEC,MINISTÉRIO DA EDUCAÇÃO,37,UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,37,UFAL,Universidade Federal de Alagoas,SIORG,44,ATIVO,420,,37
10,MEC,MINISTÉRIO DA EDUCAÇÃO,36,UFPB,UNIVERSIDADE FEDERAL DA PARAÍBA,36,UFPB,Universidade Federal da Paraíba,SIORG,53,ATIVO,419,,36
215,MEMP,"MINISTÉRIO DO EMPREENDEDORISMO, DA MICROEMPRESA E DA EMPRESA DE PEQUENO PORTE",215,MEMP,"MINISTÉRIO DO EMPREENDEDORISMO, DA MICROEMPRESA E DA EMPRESA DE PEQUENO PORTE",17700,MEMP,MIN EMPREEND MICROEMP EMP PEQUENO PORTE,SIAPE,533,,330683,,215
215,MEMP,"MINISTÉRIO DO EMPREENDEDORISMO, DA MICROEMPRESA E DA EMPRESA DE PEQUENO PORTE",215,MEMP,"MINISTÉRIO DO EMPREENDEDORISMO, DA MICROEMPRESA E DA EMPRESA DE PEQUENO PORTE",215,MEMP,"Ministério do Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte",SIORG,254,ATIVO,330683,,215
195,MESP,MINISTÉRIO DO ESPORTE,195,MESP,MINISTÉRIO DO ESPORTE,55200,MESP,MINISTERIO DO ESPORTE,SIAPE,545,,308797,,195
195,MESP,MINISTÉRIO DO ESPORTE,195,MESP,MINISTÉRIO DO ESPORTE,195,MESP,Ministério do Esporte,SIORG,251,ATIVO,308797,,195
198,MF,MINISTÉRIO DA FAZENDA,24,SUSEP,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,25208,SUSEP,SUPERINTENDENCIA DE SEGUROS PRIVADOS,SIAFI,503,ATIVO,235,176,24
198,MF,MINISTÉRIO DA FAZENDA,82,CVM,COMISSÃO DE VALORES MOBILIÁRIOS,25203,CVM,COMISSAO DE VALORES MOBILIARIOS,SIAFI,434,ATIVO,478,221,82
198,MF,MINISTÉRIO DA FAZENDA,198,MF,MINISTÉRIO DA FAZENDA,25000,MF,MINISTERIO DA FAZENDA,SIAFI,579,NÃO INFORMADO,308800,,198
198,MF,MINISTÉRIO DA FAZENDA,82,CVM,COMISSÃO DE VALORES MOBILIÁRIOS,45203,CVM,COMISSAO DE VALORES MOBILIARIOS,SIAPE,492,NÃO INFORMADO,478,221,82
198,MF,MINISTÉRIO DA FAZENDA,198,MF,MINISTÉRIO DA FAZENDA,17000,MF,MINISTERIO DA FAZENDA,SIAPE,278,NÃO INFORMADO,308800,78,198
198,MF,MINISTÉRIO DA FAZENDA,198,MF,MINISTÉRIO DA FAZENDA,17600,MF,MINISTERIO DA FAZENDA,SIAPE,570,,308800,,198
198,MF,MINISTÉRIO DA FAZENDA,24,SUSEP,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,45208,SUSEP,SUPERINTENDENCIA DE SEGUROS PRIVADOS,SIAPE,429,NÃO INFORMADO,235,176,24
198,MF,MINISTÉRIO DA FAZENDA,24,SUSEP,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,24,SUSEP,Superintendência de Seguros Privados,SIORG,200,ATIVO,235,,24
198,MF,MINISTÉRIO DA FAZENDA,82,CVM,COMISSÃO DE VALORES MOBILIÁRIOS,82,CVM,Comissão de Valores Mobiliários,SIORG,197,ATIVO,478,,82
198,MF,MINISTÉRIO DA FAZENDA,198,MF,MINISTÉRIO DA FAZENDA,198,MF,Ministério da Fazenda,SIORG,237,ATIVO,308800,,198
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,84,ENAP,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,20202,ENAP,FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA,SIAFI,431,ATIVO,956,20,84
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,151,ITI,INSTITUTO NACIONAL DE TECNOLOGIA DA INFORMAÇÃO,24208,ITI,INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO-ITI,SIAFI,558,ATIVO,47388,89,151
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,17500,MGI,MIN GESTAO E INOV EM SERV PUBLICOS,SIAPE,571,,308803,,199
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,84,ENAP,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,40202,ENAP,FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA,SIAPE,519,NÃO INFORMADO,956,20,84
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,151,ITI,INSTITUTO NACIONAL DE TECNOLOGIA DA INFORMAÇÃO,17800,ITI,INST NAC DE TECN DA INFORMACAO,SIAPE,552,,47388,,151
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,151,ITI,INSTITUTO NACIONAL DE TECNOLOGIA DA INFORMAÇÃO,151,ITI,Instituto Nacional de Tecnologia da Informação,SIORG,255,ATIVO,47388,,151
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,84,ENAP,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,84,ENAP,Fundação Escola Nacional de Administração Pública,SIORG,175,ATIVO,956,,84
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,199,MGI,Ministério da Gestão e da Inovação em Serviços Públicos,SIORG,238,ATIVO,308803,,199
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,118,SUDECO,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,53207,SUDECO,SUPERINT. DE DESENVOLVIMENTO DO CENTRO-OESTE,SIAFI,272,ATIVO,100113,153,118
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,118,SUDECO,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,80201,SUDECO,SUPERINTEND.DO DESENV.DA REGIAO CENTRO-OESTE,SIAFI,471,ATIVO,2981,,118
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,178,SUDAM,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,53202,SUDAM,SUPERINTEND. DO DESENVOLVIMENTO DA AMAZONIA,SIAFI,462,ATIVO,91138,132,178
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,178,SUDAM,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,20602,SUDAM,SUPERINTENDENCIA DO DESENVOLV. DA AMAZONIA,SIAFI,468,ATIVO,42670,,178
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,29,DNOCS,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,22204,DNOCS,DEPARTAMENTO NAC.DE OBRAS CONTRA AS SECAS,SIAFI,530,ATIVO,367,111,29
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,107,SUDENE,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE,53203,SUDENE,SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE,SIAFI,287,ATIVO,91144,190,107
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,107,SUDENE,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE,20601,SUDENE,SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE,SIAFI,467,ATIVO,42670,,107
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,107,SUDENE,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE,53203,SUDENE,SUDENE,SIAPE,333,NÃO INFORMADO,91144,190,107
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,178,SUDAM,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,53202,SUDAM,SUDAM,SIAPE,520,NÃO INFORMADO,91138,132,178
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,40100,MIDR,MIN DA INTEG E DO DESENV REGIONAL,SIAPE,3,,308799,,197
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,29,DNOCS,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,42204,DNOCS,DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS,SIAPE,380,NÃO INFORMADO,367,111,29
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,118,SUDECO,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,53297,SUDECO,SUDECO,SIAPE,261,NÃO INFORMADO,100113,153,118
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,178,SUDAM,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,178,SUDAM,Superintendência do Desenvolvimento da Amazônia,SIORG,207,ATIVO,91138,,178
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,197,MIDR,Ministério da Integração e do Desenvolvimento Regional,SIORG,233,ATIVO,308799,,197
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,118,SUDECO,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,118,SUDECO,Superintendência do Desenvolvimento do Centro-Oeste,SIORG,209,ATIVO,100113,,118
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,107,SUDENE,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE,107,SUDENE,Superintendência do Desenvolvimento do Nordeste,SIORG,208,ATIVO,91144,,107
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,29,DNOCS,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,29,DNOCS,Departamento Nacional de Obras Contra as Secas,SIORG,192,ATIVO,367,,29
208,MINC,MINISTÉRIO DA CULTURA,91,FCP,FUNDAÇÃO CULTURAL PALMARES,20408,FCP,FUNDACAO CULTURAL PALMARES,SIAFI,501,ATIVO,1782,149,91
208,MINC,MINISTÉRIO DA CULTURA,99,IPHAN,INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL,20411,IPHAN,INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL,SIAFI,398,ATIVO,2045,81,99
208,MINC,MINISTÉRIO DA CULTURA,105,FUNARTE,FUNDAÇÃO NACIONAL DE ARTES,20412,FUNARTE,FUNDACAO NACIONAL DE ARTES,SIAFI,288,ATIVO,2330,120,105
208,MINC,MINISTÉRIO DA CULTURA,126,IBRAM,INSTITUTO BRASILEIRO DE MUSEUS,42207,IBRAM,INSTITUTO BRASILEIRO DE MUSEUS,SIAFI,460,ATIVO,100584,230,126
208,MINC,MINISTÉRIO DA CULTURA,152,ANCINE,AGÊNCIA NACIONAL DO CINEMA,20203,ANCINE,AGENCIA NACIONAL DO CINEMA,SIAFI,432,ATIVO,57682,198,152
208,MINC,MINISTÉRIO DA CULTURA,208,MINC,MINISTÉRIO DA CULTURA,42000,MINC,MINISTERIO DA CULTURA,SIAFI,284,ATIVO,1926,225,208
208,MINC,MINISTÉRIO DA CULTURA,208,MINC,MINISTÉRIO DA CULTURA,40107,MINC,MINISTERIO DA CULTURA,SIAPE,329,NÃO INFORMADO,308821,225,208
208,MINC,MINISTÉRIO DA CULTURA,208,MINC,MINISTÉRIO DA CULTURA,54100,MINC,MINISTERIO DA CULTURA,SIAPE,564,,308821,,208
208,MINC,MINISTÉRIO DA CULTURA,126,IBRAM,INSTITUTO BRASILEIRO DE MUSEUS,42207,IBRAM,IBRAM,SIAPE,488,NÃO INFORMADO,100584,230,126
208,MINC,MINISTÉRIO DA CULTURA,105,FUNARTE,FUNDAÇÃO NACIONAL DE ARTES,24203,FUNARTE,INSTITUTO BRASILEIRO DE ARTE E CULTURA,SIAPE,435,NÃO INFORMADO,2330,120,105
208,MINC,MINISTÉRIO DA CULTURA,91,FCP,FUNDAÇÃO CULTURAL PALMARES,40408,FCP,FUNDACAO CULTURAL PALMARES,SIAPE,484,NÃO INFORMADO,1782,149,91
208,MINC,MINISTÉRIO DA CULTURA,99,IPHAN,INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL,24204,IPHAN,INSTITUTO DO PATR.HIST.E ART. NACIONAL,SIAPE,385,NÃO INFORMADO,2045,81,99
208,MINC,MINISTÉRIO DA CULTURA,17,FCRB,FUNDAÇÃO CASA DE RUI BARBOSA,40403,FCRB,FUNDACAO CASA DE RUI BARBOSA,SIAPE,374,NÃO INFORMADO,261,242,17
208,MINC,MINISTÉRIO DA CULTURA,87,FBN,FUNDAÇÃO BIBLIOTECA NACIONAL,24205,FBN,FUNDACAO BIBLIOTECA NACIONAL,SIAPE,285,NÃO INFORMADO,984,224,87
208,MINC,MINISTÉRIO DA CULTURA,152,ANCINE,AGÊNCIA NACIONAL DO CINEMA,20224,ANCINE,ANCINE,SIAPE,282,NÃO INFORMADO,57682,198,152
208,MINC,MINISTÉRIO DA CULTURA,91,FCP,FUNDAÇÃO CULTURAL PALMARES,91,FCP,Fundação Cultural Palmares,SIORG,178,ATIVO,1782,,91
208,MINC,MINISTÉRIO DA CULTURA,87,FBN,FUNDAÇÃO BIBLIOTECA NACIONAL,87,FBN,Fundação Biblioteca Nacional,SIORG,34,ATIVO,984,,87
208,MINC,MINISTÉRIO DA CULTURA,17,FCRB,FUNDAÇÃO CASA DE RUI BARBOSA,17,FCRB,Fundação Casa de Rui Barbosa,SIORG,177,ATIVO,261,,17
208,MINC,MINISTÉRIO DA CULTURA,99,IPHAN,INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL,99,IPHAN,Instituto do Patrimônio Histórico e Artístico Nacional,SIORG,33,ATIVO,2045,,99
208,MINC,MINISTÉRIO DA CULTURA,126,IBRAM,INSTITUTO BRASILEIRO DE MUSEUS,126,IBRAM,Instituto Brasileiro de Museus,SIORG,193,ATIVO,100584,,126
208,MINC,MINISTÉRIO DA CULTURA,105,FUNARTE,FUNDAÇÃO NACIONAL DE ARTES,105,FUNARTE,Fundação Nacional de Artes,SIORG,32,ATIVO,2330,,105
208,MINC,MINISTÉRIO DA CULTURA,152,ANCINE,AGÊNCIA NACIONAL DO CINEMA,152,ANCINE,Agência Nacional do Cinema,SIORG,27,ATIVO,57682,,152
208,MINC,MINISTÉRIO DA CULTURA,208,MINC,MINISTÉRIO DA CULTURA,208,MINC,Ministério da Cultura,SIORG,231,ATIVO,308821,,208
209,MIR,MINISTÉRIO DA IGUALDADE RACIAL,209,MIR,MINISTÉRIO DA IGUALDADE RACIAL,81300,MIR,MINISTERIO DA IGUALDADE RACIAL,SIAPE,551,,308823,,209
209,MIR,MINISTÉRIO DA IGUALDADE RACIAL,209,MIR,MINISTÉRIO DA IGUALDADE RACIAL,209,MIR,Ministério da Igualdade Racial,SIORG,244,ATIVO,308823,,209
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,28,CADE,CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA,30211,CADE,CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA,SIAFI,352,ATIVO,322,216,28
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,30000,MJSP,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,SIAFI,549,ATIVO,316,177,187
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,30108,DPF,DEPARTAMENTO DE POLICIA FEDERAL,SIAFI,580,NÃO INFORMADO,324,,187
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,82102,DPF,DEPARTAMENTO DE POLICIA FEDERAL,SIAFI,581,NÃO INFORMADO,324,,187
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,30107,DPRF,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,SIAFI,582,NÃO INFORMADO,704,,187
