"ORG_SUPER_BUSCA","ORG_SUPER_PADR_NOME","ORG_PADR_BUSCA","ORG_PADR_NOME","ORG_PADR_SIGLA","ORG_PADR_CODIGO","ORG_UNIF_BUSCA","ORGAO_UNIFICADO_ID","ORGAO_UNIFICADO_FONTE","ORGAO_UNIFICADO_ID_ORIGEM","ORGAO_UNIFICADO_NOME","ORGAO_UNIFICADO_SIGLA","ORGAO_UNIFICADO_SITUACAO","ORGAO_UNIFICADO_COD_SIORG_ORIGEM","ORG_PADR_ID","ORGAO_UNIFICADO_DT_ATUALIZACAO"
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE JATAÍ [UFJ] [226372],UNIVERSIDADE FEDERAL DE JATAÍ,UFJ,226372,Universidade Federal de Jataí [UFJ] [183] [SIORG],229,SIORG,183,Universidade Federal de Jataí,UFJ,ATIVO,226372,183,2025-02-04 17:00:14.247
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CATALÃO [UFCAT] [226371],UNIVERSIDADE FEDERAL DE CATALÃO,UFCAT,226371,Universidade Federal de Catalão [UFCAT] [182] [SIORG],228,SIORG,182,Universidade Federal de Catalão,UFCAT,ATIVO,226371,182,2025-02-04 17:00:13.980
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE [IFF] [100931]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IFF,100931,IFFLU [IFFLU] [26434] [SIAPE],206,SIAPE,26434,IFFLU,IFFLU,NÃO INFORMADO,100931,154,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO NORTE DO TOCANTINS [UFNT] [241361],UNIVERSIDADE FEDERAL DO NORTE DO TOCANTINS,UFNT,241361,Universidade Federal do Norte do Tocantins [UFNT] [188] [SIORG],227,SIORG,188,Universidade Federal do Norte do Tocantins,UFNT,ATIVO,241361,188,2025-02-04 17:00:13.723
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO [UFAPE] [227868],UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,UFAPE,227868,Universidade Federal do Agreste de Pernambuco [UFAPE] [186] [SIORG],226,SIORG,186,Universidade Federal do Agreste de Pernambuco,UFAPE,ATIVO,227868,186,2025-02-04 17:00:13.477
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS [IFAM] [100910]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS",IFAM,100910,IFAM [IFAM] [26403] [SIAPE],181,SIAPE,26403,IFAM,IFAM,NÃO INFORMADO,100910,142,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS [IFAL] [100900]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",IFAL,100900,IFAL [IFAL] [26402] [SIAPE],173,SIAPE,26402,IFAL,IFAL,NÃO INFORMADO,100900,113,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL [UFMS] [827],FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,827,UNIV. FEDERAL DE MATO GROSSO DO SUL [UFMS] [26283] [SIAPE],171,SIAPE,26283,UNIV. FEDERAL DE MATO GROSSO DO SUL,UFMS,NÃO INFORMADO,827,83,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO [IFMA] [100921]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,100921,"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão [IFMA] [120] [SIORG]",224,SIORG,120,"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão",IFMA,ATIVO,100921,120,2025-02-04 17:00:12.973
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE [UFS] [469],FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,469,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE [FUFS] [26281] [SIAPE],170,SIAPE,26281,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,FUFS,NÃO INFORMADO,469,73,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO [IFPE] [100922]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,100922,"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco [IFPE] [137] [SIORG]",222,SIORG,137,"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco",IFPE,ATIVO,100922,137,2025-02-04 17:00:12.473
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO [IFES] [100912]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,100912,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo [IFES] [131] [SIORG]",221,SIORG,131,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",IFES,ATIVO,100912,131,2025-02-04 17:00:12.237
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS [UFPEL] [477],FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,477,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS [FUFPEL] [26278] [SIAPE],169,SIAPE,26278,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,FUFPEL,NÃO INFORMADO,477,81,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO [IFRJ] [100930]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,100930,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro [IFRJ] [117] [SIORG]",220,SIORG,117,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",IFRJ,ATIVO,100930,117,2025-02-04 17:00:11.997
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO [UFMA] [467],FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,467,Fundação Universidade Federal do Maranhão [UFMA] [71] [SIORG],219,SIORG,71,Fundação Universidade Federal do Maranhão,UFMA,ATIVO,467,71,2025-02-04 17:00:11.723
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE RONDONÓPOLIS [UFR] [226373],UNIVERSIDADE FEDERAL DE RONDONÓPOLIS,UFR,226373,Universidade Federal de Rondonópolis [UFR] [184] [SIORG],218,SIORG,184,Universidade Federal de Rondonópolis,UFR,ATIVO,226373,184,2025-02-04 17:00:11.457
MINISTÉRIO DA FAZENDA [MF] [308800],MINISTÉRIO DA FAZENDA,COMISSÃO DE VALORES MOBILIÁRIOS [CVM] [478],COMISSÃO DE VALORES MOBILIÁRIOS,CVM,478,Comissão de Valores Mobiliários [CVM] [82] [SIORG],197,SIORG,82,Comissão de Valores Mobiliários,CVM,ATIVO,478,82,2025-02-04 17:00:06.563
MINISTÉRIO DA FAZENDA [MF] [308800],MINISTÉRIO DA FAZENDA,COMISSÃO DE VALORES MOBILIÁRIOS [CVM] [478],COMISSÃO DE VALORES MOBILIÁRIOS,CVM,478,COMISSAO DE VALORES MOBILIARIOS [CVM] [25203] [SIAFI],434,SIAFI,25203,COMISSAO DE VALORES MOBILIARIOS,CVM,ATIVO,478,82,2020-08-10 19:22:48.540
MINISTÉRIO DA FAZENDA [MF] [308800],MINISTÉRIO DA FAZENDA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS [SUSEP] [235],SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,SUSEP,235,Superintendência de Seguros Privados [SUSEP] [24] [SIORG],200,SIORG,24,Superintendência de Seguros Privados,SUSEP,ATIVO,235,24,2025-02-04 17:00:07.273
MINISTÉRIO DA FAZENDA [MF] [308800],MINISTÉRIO DA FAZENDA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS [SUSEP] [235],SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,SUSEP,235,SUPERINTENDENCIA DE SEGUROS PRIVADOS [SUSEP] [45208] [SIAPE],429,SIAPE,45208,SUPERINTENDENCIA DE SEGUROS PRIVADOS,SUSEP,NÃO INFORMADO,235,24,2018-10-18 18:35:11.517
MINISTÉRIO DA FAZENDA [MF] [308800],MINISTÉRIO DA FAZENDA,MINISTÉRIO DA FAZENDA [MF] [308800],MINISTÉRIO DA FAZENDA,MF,308800,Ministério da Fazenda [MF] [198] [SIORG],237,SIORG,198,Ministério da Fazenda,MF,ATIVO,308800,198,2025-02-04 17:00:16.250
MINISTÉRIO DA FAZENDA [MF] [308800],MINISTÉRIO DA FAZENDA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS [SUSEP] [235],SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,SUSEP,235,SUPERINTENDENCIA DE SEGUROS PRIVADOS [SUSEP] [25208] [SIAFI],503,SIAFI,25208,SUPERINTENDENCIA DE SEGUROS PRIVADOS,SUSEP,ATIVO,235,24,2020-08-10 19:22:48.540
MINISTÉRIO DA FAZENDA [MF] [308800],MINISTÉRIO DA FAZENDA,MINISTÉRIO DA FAZENDA [MF] [308800],MINISTÉRIO DA FAZENDA,MF,308800,MINISTERIO DA FAZENDA [MF] [17000] [SIAPE],278,SIAPE,17000,MINISTERIO DA FAZENDA,MF,NÃO INFORMADO,308800,198,2019-03-15 15:40:46.843
MINISTÉRIO DA FAZENDA [MF] [308800],MINISTÉRIO DA FAZENDA,MINISTÉRIO DA FAZENDA [MF] [308800],MINISTÉRIO DA FAZENDA,MF,308800,MINISTERIO DA FAZENDA [MF] [17600] [SIAPE],570,SIAPE,17600,MINISTERIO DA FAZENDA,MF,,308800,198,2025-02-05 20:41:33.893
MINISTÉRIO DA FAZENDA [MF] [308800],MINISTÉRIO DA FAZENDA,COMISSÃO DE VALORES MOBILIÁRIOS [CVM] [478],COMISSÃO DE VALORES MOBILIÁRIOS,CVM,478,COMISSAO DE VALORES MOBILIARIOS [CVM] [45203] [SIAPE],492,SIAPE,45203,COMISSAO DE VALORES MOBILIARIOS,CVM,NÃO INFORMADO,478,82,2018-10-18 18:35:11.517
MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS [MGI] [308803],MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA [ENAP] [956],FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,ENAP,956,FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA [ENAP] [20202] [SIAFI],431,SIAFI,20202,FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA,ENAP,ATIVO,956,84,2020-08-10 19:22:48.540
MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS [MGI] [308803],MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS [MGI] [308803],MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,MGI,308803,MIN GESTAO E INOV EM SERV PUBLICOS [MGI] [17500] [SIAPE],571,SIAPE,17500,MIN GESTAO E INOV EM SERV PUBLICOS,MGI,,308803,199,2025-02-05 20:41:33.893
MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS [MGI] [308803],MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA [ENAP] [956],FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,ENAP,956,Fundação Escola Nacional de Administração Pública [ENAP] [84] [SIORG],175,SIORG,84,Fundação Escola Nacional de Administração Pública,ENAP,ATIVO,956,84,2025-02-04 17:00:00.740
MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS [MGI] [308803],MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA [ENAP] [956],FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,ENAP,956,FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA [ENAP] [40202] [SIAPE],519,SIAPE,40202,FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA,ENAP,NÃO INFORMADO,956,84,2018-10-18 18:35:11.517
MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS [MGI] [308803],MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS [MGI] [308803],MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,MGI,308803,Ministério da Gestão e da Inovação em Serviços Públicos [MGI] [199] [SIORG],238,SIORG,199,Ministério da Gestão e da Inovação em Serviços Públicos,MGI,ATIVO,308803,199,2025-02-04 17:00:16.497
MINISTÉRIO DA IGUALDADE RACIAL [MIR] [308823],MINISTÉRIO DA IGUALDADE RACIAL,MINISTÉRIO DA IGUALDADE RACIAL [MIR] [308823],MINISTÉRIO DA IGUALDADE RACIAL,MIR,308823,MINISTERIO DA IGUALDADE RACIAL [MIR] [81300] [SIAPE],551,SIAPE,81300,MINISTERIO DA IGUALDADE RACIAL,MIR,,308823,209,2025-02-05 20:41:33.893
MINISTÉRIO DA IGUALDADE RACIAL [MIR] [308823],MINISTÉRIO DA IGUALDADE RACIAL,MINISTÉRIO DA IGUALDADE RACIAL [MIR] [308823],MINISTÉRIO DA IGUALDADE RACIAL,MIR,308823,Ministério da Igualdade Racial [MIR] [209] [SIORG],244,SIORG,209,Ministério da Igualdade Racial,MIR,ATIVO,308823,209,2025-02-04 17:00:18.003
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,MIDR,308799,MIN DA INTEG E DO DESENV REGIONAL [MIDR] [40100] [SIAPE],3,SIAPE,40100,MIN DA INTEG E DO DESENV REGIONAL,MIDR,,308799,197,2025-02-05 20:41:33.893
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE [SUDECO] [100113],SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,SUDECO,100113,SUDECO [SUDECO] [53297] [SIAPE],261,SIAPE,53297,SUDECO,SUDECO,NÃO INFORMADO,100113,118,2018-10-18 18:35:11.517
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE [SUDENE] [91144],SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE,SUDENE,91144,SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE [SUDENE] [53203] [SIAFI],287,SIAFI,53203,SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE,SUDENE,ATIVO,91144,107,2020-08-10 19:22:48.540
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA [SUDAM] [91138],SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,SUDAM,91138,SUDAM [SUDAM] [53202] [SIAPE],520,SIAPE,53202,SUDAM,SUDAM,NÃO INFORMADO,91138,178,2018-10-18 18:35:11.517
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE [SUDENE] [91144],SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE,SUDENE,91144,SUDENE [SUDENE] [53203] [SIAPE],333,SIAPE,53203,SUDENE,SUDENE,NÃO INFORMADO,91144,107,2018-10-18 18:35:11.517
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE [SUDECO] [100113],SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,SUDECO,100113,SUPERINTEND.DO DESENV.DA REGIAO CENTRO-OESTE [SUDECO] [80201] [SIAFI],471,SIAFI,80201,SUPERINTEND.DO DESENV.DA REGIAO CENTRO-OESTE,SUDECO,ATIVO,2981,118,2022-06-24 15:36:31.733
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA [SUDAM] [91138],SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,SUDAM,91138,SUPERINTENDENCIA DO DESENVOLV. DA AMAZONIA [SUDAM] [20602] [SIAFI],468,SIAFI,20602,SUPERINTENDENCIA DO DESENVOLV. DA AMAZONIA,SUDAM,ATIVO,42670,178,2022-06-24 15:33:58.430
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS [DNOCS] [367],DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,DNOCS,367,Departamento Nacional de Obras Contra as Secas [DNOCS] [29] [SIORG],192,SIORG,29,Departamento Nacional de Obras Contra as Secas,DNOCS,ATIVO,367,29,2025-02-04 17:00:05.287
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,MIDR,308799,Ministério da Integração e do Desenvolvimento Regional [MIDR] [197] [SIORG],233,SIORG,197,Ministério da Integração e do Desenvolvimento Regional,MIDR,ATIVO,308799,197,2025-02-04 17:00:15.240
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE [SUDENE] [91144],SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE,SUDENE,91144,SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE [SUDENE] [20601] [SIAFI],467,SIAFI,20601,SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE,SUDENE,ATIVO,42670,107,2022-06-24 15:31:34.813
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE [SUDECO] [100113],SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,SUDECO,100113,SUPERINT. DE DESENVOLVIMENTO DO CENTRO-OESTE [SUDECO] [53207] [SIAFI],272,SIAFI,53207,SUPERINT. DE DESENVOLVIMENTO DO CENTRO-OESTE,SUDECO,ATIVO,100113,118,2020-08-10 19:22:48.540
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS [DNOCS] [367],DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,DNOCS,367,DEPARTAMENTO NAC.DE OBRAS CONTRA AS SECAS [DNOCS] [22204] [SIAFI],530,SIAFI,22204,DEPARTAMENTO NAC.DE OBRAS CONTRA AS SECAS,DNOCS,ATIVO,367,29,2020-08-10 19:22:48.540
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS [DNOCS] [367],DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,DNOCS,367,DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS [DNOCS] [42204] [SIAPE],380,SIAPE,42204,DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS,DNOCS,NÃO INFORMADO,367,29,2018-10-18 18:35:11.517
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA [SUDAM] [91138],SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,SUDAM,91138,SUPERINTEND. DO DESENVOLVIMENTO DA AMAZONIA [SUDAM] [53202] [SIAFI],462,SIAFI,53202,SUPERINTEND. DO DESENVOLVIMENTO DA AMAZONIA,SUDAM,ATIVO,91138,178,2020-08-10 19:22:48.540
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE [SUDECO] [100113],SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,SUDECO,100113,Superintendência do Desenvolvimento do Centro-Oeste [SUDECO] [118] [SIORG],209,SIORG,118,Superintendência do Desenvolvimento do Centro-Oeste,SUDECO,ATIVO,100113,118,2025-02-04 17:00:08.787
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE [SUDENE] [91144],SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE,SUDENE,91144,Superintendência do Desenvolvimento do Nordeste [SUDENE] [107] [SIORG],208,SIORG,107,Superintendência do Desenvolvimento do Nordeste,SUDENE,ATIVO,91144,107,2025-02-04 17:00:08.547
MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL [MIDR] [308799],MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA [SUDAM] [91138],SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,SUDAM,91138,Superintendência do Desenvolvimento da Amazônia [SUDAM] [178] [SIORG],207,SIORG,178,Superintendência do Desenvolvimento da Amazônia,SUDAM,ATIVO,91138,178,2025-02-04 17:00:08.283
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA [MJSP] [235881],MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA [MJSP] [235881],MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,235881,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA [MJSP] [30000] [SIAFI],549,SIAFI,30000,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,MJSP,ATIVO,316,187,2020-08-10 19:22:48.540
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA [MJSP] [235881],MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA [MJSP] [235881],MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,235881,Ministério da Justiça e Segurança Pública [MJSP] [187] [SIORG],21,SIORG,187,Ministério da Justiça e Segurança Pública,MJSP,ATIVO,235881,187,2025-02-04 16:59:21.030
