"ORG_SUPER_BUSCA","ORG_SUPER_PADR_NOME","ORG_PADR_BUSCA","ORG_PADR_NOME","ORG_PADR_SIGLA","ORG_PADR_CODIGO","ORG_UNIF_BUSCA","ORGAO_UNIFICADO_ID","ORGAO_UNIFICADO_FONTE","ORGAO_UNIFICADO_ID_ORIGEM","ORGAO_UNIFICADO_NOME","ORGAO_UNIFICADO_SIGLA","ORGAO_UNIFICADO_SITUACAO","ORGAO_UNIFICADO_COD_SIORG_ORIGEM","ORG_PADR_ID","ORGAO_UNIFICADO_DT_ATUALIZACAO"
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA BAHIA [UFBA] [421],UNIVERSIDADE FEDERAL DA BAHIA,UFBA,421,UNIVERSIDADE FEDERAL DA BAHIA [UFBA] [26232] [SIAPE],148,SIAPE,26232,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,NÃO INFORMADO,421,38,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO [UFRPE] [433],UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,433,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO [UFRPE] [26248] [SIAPE],153,SIAPE,26248,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,NÃO INFORMADO,433,50,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,MEC,244,Ministério da Educação [MEC] [10] [SIORG],17,SIORG,10,Ministério da Educação,MEC,ATIVO,244,10,2025-02-04 16:59:20.023
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,Instituto Nacional de Educação de Surdos [INES] [252],Instituto Nacional de Educação de Surdos,INES,252,Instituto Nacional de Educação de Surdos [INES] [211] [SIORG],38,SIORG,211,Instituto Nacional de Educação de Surdos,INES,ATIVO,252,211,2025-02-04 16:59:25.557
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,MEC,244,Instituto Benjamin Constant [IBC] [212] [SIORG],39,SIORG,212,Instituto Benjamin Constant,IBC,ATIVO,251,10,2025-02-04 16:59:25.813
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO [FNDE] [253],FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,253,Fundo Nacional de Desenvolvimento da Educação [FNDE] [13] [SIORG],40,SIORG,13,Fundo Nacional de Desenvolvimento da Educação,FNDE,ATIVO,253,13,2025-02-04 16:59:26.057
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA [INEP] [249],INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,INEP,249,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira [INEP] [11] [SIORG],41,SIORG,11,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,INEP,ATIVO,249,11,2025-02-04 16:59:26.307
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,COLÉGIO PEDRO II [CP II] [256],COLÉGIO PEDRO II,CP II,256,Colégio Pedro II [CP II] [14] [SIORG],42,SIORG,14,Colégio Pedro II,CP II,ATIVO,256,14,2025-02-04 16:59:26.577
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO [UNIVASF] [69624],FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,69624,Fundação Universidade Federal do Vale do São Francisco [UNIVASF] [176] [SIORG],43,SIORG,176,Fundação Universidade Federal do Vale do São Francisco,UNIVASF,ATIVO,69624,176,2025-02-04 16:59:26.817
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALAGOAS [UFAL] [420],UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,420,Universidade Federal de Alagoas [UFAL] [37] [SIORG],44,SIORG,37,Universidade Federal de Alagoas,UFAL,ATIVO,420,37,2025-02-04 16:59:27.073
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA BAHIA [UFBA] [421],UNIVERSIDADE FEDERAL DA BAHIA,UFBA,421,Universidade Federal da Bahia [UFBA] [38] [SIORG],45,SIORG,38,Universidade Federal da Bahia,UFBA,ATIVO,421,38,2025-02-04 16:59:27.320
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO CEARÁ [UFC] [416],UNIVERSIDADE FEDERAL DO CEARÁ,UFC,416,Universidade Federal do Ceará [UFC] [33] [SIORG],46,SIORG,33,Universidade Federal do Ceará,UFC,ATIVO,416,33,2025-02-04 16:59:27.573
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO [UFES] [425],UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,425,Universidade Federal do Espírito Santo [UFES] [42] [SIORG],47,SIORG,42,Universidade Federal do Espírito Santo,UFES,ATIVO,425,42,2025-02-04 16:59:27.850
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS [UFG] [422],UNIVERSIDADE FEDERAL DE GOIÁS,UFG,422,Universidade Federal de Goiás [UFG] [39] [SIORG],48,SIORG,39,Universidade Federal de Goiás,UFG,ATIVO,422,39,2025-02-04 16:59:28.080
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL FLUMINENSE [UFF] [427],UNIVERSIDADE FEDERAL FLUMINENSE,UFF,427,Universidade Federal Fluminense [UFF] [44] [SIORG],49,SIORG,44,Universidade Federal Fluminense,UFF,ATIVO,427,44,2025-02-04 16:59:28.320
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE JUIZ DE FORA [UFJF] [424],UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,424,Universidade Federal de Juiz de Fora [UFJF] [41] [SIORG],50,SIORG,41,Universidade Federal de Juiz de Fora,UFJF,ATIVO,424,41,2025-02-04 16:59:28.573
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE MINAS GERAIS [UFMG] [423],UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,423,Universidade Federal de Minas Gerais [UFMG] [40] [SIORG],51,SIORG,40,Universidade Federal de Minas Gerais,UFMG,ATIVO,423,40,2025-02-04 16:59:28.827
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARÁ [UFPA] [415],UNIVERSIDADE FEDERAL DO PARÁ,UFPA,415,Universidade Federal do Pará [UFPA] [32] [SIORG],52,SIORG,32,Universidade Federal do Pará,UFPA,ATIVO,415,32,2025-02-04 16:59:29.080
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA PARAÍBA [UFPB] [419],UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,419,Universidade Federal da Paraíba [UFPB] [36] [SIORG],53,SIORG,36,Universidade Federal da Paraíba,UFPB,ATIVO,419,36,2025-02-04 16:59:29.357
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARANÁ [UFPR] [428],UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,428,Universidade Federal do Paraná [UFPR] [45] [SIORG],54,SIORG,45,Universidade Federal do Paraná,UFPR,ATIVO,428,45,2025-02-04 16:59:29.740
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO [UFPE] [418],UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,418,Universidade Federal de Pernambuco [UFPE] [35] [SIORG],55,SIORG,35,Universidade Federal de Pernambuco,UFPE,ATIVO,418,35,2025-02-04 16:59:29.987
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE [UFRN] [417],UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,417,Universidade Federal do Rio Grande do Norte [UFRN] [34] [SIORG],56,SIORG,34,Universidade Federal do Rio Grande do Norte,UFRN,ATIVO,417,34,2025-02-04 16:59:30.237
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL [UFRGS] [430],UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,430,Universidade Federal do Rio Grande do Sul [UFRGS] [47] [SIORG],57,SIORG,47,Universidade Federal do Rio Grande do Sul,UFRGS,ATIVO,430,47,2025-02-04 16:59:30.510
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO [UFRJ] [426],UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,426,Universidade Federal do Rio de Janeiro [UFRJ] [43] [SIORG],58,SIORG,43,Universidade Federal do Rio de Janeiro,UFRJ,ATIVO,426,43,2025-02-04 16:59:30.733
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA CATARINA [UFSC] [429],UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,429,Universidade Federal de Santa Catarina [UFSC] [46] [SIORG],59,SIORG,46,Universidade Federal de Santa Catarina,UFSC,ATIVO,429,46,2025-02-04 16:59:30.980
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA [UFSM] [431],UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,431,Universidade Federal de Santa Maria [UFSM] [48] [SIORG],60,SIORG,48,Universidade Federal de Santa Maria,UFSM,ATIVO,431,48,2025-02-04 16:59:31.247
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO [UFRPE] [433],UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,433,Universidade Federal Rural de Pernambuco [UFRPE] [50] [SIORG],61,SIORG,50,Universidade Federal Rural de Pernambuco,UFRPE,ATIVO,433,50,2025-02-04 16:59:31.497
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO [UFRRJ] [432],UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,432,Universidade Federal Rural do Rio de Janeiro [UFRRJ] [49] [SIORG],62,SIORG,49,Universidade Federal Rural do Rio de Janeiro,UFRRJ,ATIVO,432,49,2025-02-04 16:59:31.753
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA [UFRR] [1605],FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,1605,Fundação Universidade Federal de Roraima [UFRR] [101] [SIORG],63,SIORG,101,Fundação Universidade Federal de Roraima,UFRR,ATIVO,1605,101,2025-02-04 16:59:32.007
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS [UFT] [52702],FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,52702,Fundação Universidade Federal do Tocantins [UFT] [149] [SIORG],64,SIORG,149,Fundação Universidade Federal do Tocantins,UFT,ATIVO,52702,149,2025-02-04 16:59:32.263
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE [UFCG] [67671],UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,67671,Universidade Federal de Campina Grande [UFCG] [166] [SIORG],65,SIORG,166,Universidade Federal de Campina Grande,UFCG,ATIVO,67671,166,2025-02-04 16:59:32.493
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA [UFRA] [457],UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,UFRA,457,Universidade Federal Rural da Amazônia [UFRA] [61] [SIORG],66,SIORG,61,Universidade Federal Rural da Amazônia,UFRA,ATIVO,457,61,2025-02-04 16:59:32.747
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO [UFTM] [459],UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,459,Universidade Federal do Triângulo Mineiro [UFTM] [63] [SIORG],67,SIORG,63,Universidade Federal do Triângulo Mineiro,UFTM,ATIVO,459,63,2025-02-04 16:59:33.010
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI [UFVJM] [460],UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,460,Universidade Federal dos Vales do Jequitinhonha e Mucuri [UFVJM] [64] [SIORG],68,SIORG,64,Universidade Federal dos Vales do Jequitinhonha e Mucuri,UFVJM,ATIVO,460,64,2025-02-04 16:59:33.253
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA - CELSO SUCKOW DA FONSECA [CEFET-RJ] [448],CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA - CELSO SUCKOW DA FONSECA,CEFET-RJ,448,Centro Federal de Educação Tecnológica - Celso Suckow da Fonseca [CEFET-RJ] [55] [SIORG],69,SIORG,55,Centro Federal de Educação Tecnológica - Celso Suckow da Fonseca,CEFET-RJ,ATIVO,448,55,2025-02-04 16:59:33.537
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS [CEFET-MG] [445],CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,CEFET-MG,445,Centro Federal de Educação Tecnológica de Minas Gerais [CEFET-MG] [54] [SIORG],70,SIORG,54,Centro Federal de Educação Tecnológica de Minas Gerais,CEFET-MG,ATIVO,445,54,2025-02-04 16:59:33.757
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ [UTFPR] [454],UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,454,Universidade Tecnológica Federal do Paraná [UTFPR] [58] [SIORG],71,SIORG,58,Universidade Tecnológica Federal do Paraná,UTFPR,ATIVO,454,58,2025-02-04 16:59:34.010
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS [UNIFAL-MG] [461],UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,461,Universidade Federal de Alfenas [UNIFAL-MG] [65] [SIORG],72,SIORG,65,Universidade Federal de Alfenas,UNIFAL-MG,ATIVO,461,65,2025-02-04 16:59:34.257
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ [UNIFEI] [462],UNIVERSIDADE FEDERAL DE ITAJUBÁ,UNIFEI,462,Universidade Federal de Itajubá [UNIFEI] [66] [SIORG],73,SIORG,66,Universidade Federal de Itajubá,UNIFEI,ATIVO,462,66,2025-02-04 16:59:34.543
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SÃO PAULO [UNIFESP] [464],UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,464,Universidade Federal de São Paulo [UNIFESP] [68] [SIORG],77,SIORG,68,Universidade Federal de São Paulo,UNIFESP,ATIVO,464,68,2025-02-04 16:59:34.777
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE LAVRAS [UFLA] [463],UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,463,Universidade Federal de Lavras [UFLA] [67] [SIORG],78,SIORG,67,Universidade Federal de Lavras,UFLA,ATIVO,463,67,2025-02-04 16:59:35.047
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO [UFERSA-RN] [458],UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA-RN,458,Universidade Federal Rural do Semi-Árido [UFERSA-RN] [62] [SIORG],79,SIORG,62,Universidade Federal Rural do Semi-Árido,UFERSA-RN,ATIVO,458,62,2025-02-04 16:59:35.293
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA [UNIPAMPA] [94739],FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,94739,Fundação Universidade Federal do Pampa [UNIPAMPA] [157] [SIORG],80,SIORG,157,Fundação Universidade Federal do Pampa,UNIPAMPA,ATIVO,94739,157,2025-02-04 16:59:35.530
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA [UNILA] [105793],UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,105793,Universidade Federal da Integração Latino-Americana [UNILA] [170] [SIORG],81,SIORG,170,Universidade Federal da Integração Latino-Americana,UNILA,ATIVO,105793,170,2025-02-04 16:59:35.807
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA [UNIR] [1209],FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,1209,Fundação Universidade Federal de Rondônia [UNIR] [88] [SIORG],82,SIORG,88,Fundação Universidade Federal de Rondônia,UNIR,ATIVO,1209,88,2025-02-04 16:59:36.050
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO [UNIRIO] [260],UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIRIO,260,Universidade Federal do Estado do Rio de Janeiro [UNIRIO] [16] [SIORG],83,SIORG,16,Universidade Federal do Estado do Rio de Janeiro,UNIRIO,ATIVO,260,16,2025-02-04 16:59:36.277
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS [UFAM] [465],FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,UFAM,465,Fundação Universidade do Amazonas [UFAM] [69] [SIORG],84,SIORG,69,Fundação Universidade do Amazonas,UFAM,ATIVO,465,69,2025-02-04 16:59:36.530
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA [UNB] [470],FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,UNB,470,Fundação Universidade de Brasília [UNB] [74] [SIORG],85,SIORG,74,Fundação Universidade de Brasília,UNB,ATIVO,470,74,2025-02-04 16:59:36.773
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE [FURG] [476],FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,476,Fundação Universidade Federal do Rio Grande [FURG] [80] [SIORG],86,SIORG,80,Fundação Universidade Federal do Rio Grande,FURG,ATIVO,476,80,2025-02-04 16:59:37.023
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE UBERLÂNDIA [UFU] [472],UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,472,Universidade Federal de Uberlândia [UFU] [76] [SIORG],87,SIORG,76,Universidade Federal de Uberlândia,UFU,ATIVO,472,76,2025-02-04 16:59:37.280
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE [UFAC] [466],FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,466,Fundação Universidade Federal do Acre [UFAC] [70] [SIORG],88,SIORG,70,Fundação Universidade Federal do Acre,UFAC,ATIVO,466,70,2025-02-04 16:59:37.530
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO [UFMT] [471],FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,471,Fundação Universidade Federal de Mato Grosso [UFMT] [75] [SIORG],89,SIORG,75,Fundação Universidade Federal de Mato Grosso,UFMT,ATIVO,471,75,2025-02-04 16:59:37.787
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO [FUFOP] [473],FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,FUFOP,473,Fundação Universidade Federal de Ouro Preto [FUFOP] [77] [SIORG],90,SIORG,77,Fundação Universidade Federal de Ouro Preto,FUFOP,ATIVO,473,77,2025-02-04 16:59:38.050
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS [UFPEL] [477],FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,477,Fundação Universidade Federal de Pelotas [UFPEL] [81] [SIORG],91,SIORG,81,Fundação Universidade Federal de Pelotas,UFPEL,ATIVO,477,81,2025-02-04 16:59:38.287
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ [UFPI] [468],FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,468,Fundação Universidade Federal do Piauí [UFPI] [72] [SIORG],92,SIORG,72,Fundação Universidade Federal do Piauí,UFPI,ATIVO,468,72,2025-02-04 16:59:38.547
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS [UFSCAR] [475],FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,475,Fundação Universidade Federal de São Carlos [UFSCAR] [79] [SIORG],93,SIORG,79,Fundação Universidade Federal de São Carlos,UFSCAR,ATIVO,475,79,2025-02-04 16:59:38.817
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE [UFS] [469],FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,469,Fundação Universidade Federal de Sergipe [UFS] [73] [SIORG],94,SIORG,73,Fundação Universidade Federal de Sergipe,UFS,ATIVO,469,73,2025-02-04 16:59:39.050
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ [IFCE] [100911]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,100911,IFCE [IFCE] [26405] [SIAPE],202,SIAPE,26405,IFCE,IFCE,NÃO INFORMADO,100911,143,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA [IFB] [94430]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA",IFB,94430,IFBRASILIA [IFBRASILIA] [26428] [SIAPE],204,SIAPE,26428,IFBRASILIA,IFBRASILIA,NÃO INFORMADO,94430,169,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO [IF BAIANO] [100920]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IF BAIANO,100920,IFBAIANO [IFBAIANO] [26404] [SIAPE],190,SIAPE,26404,IFBAIANO,IFBAIANO,NÃO INFORMADO,100920,133,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO [IFRJ] [100930]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,100930,IFRJ [IFRJ] [26433] [SIAPE],205,SIAPE,26433,IFRJ,IFRJ,NÃO INFORMADO,100930,117,2018-10-18 18:35:11.517
